1563224535425, RightHand, -1.27303, 0.92200, 0.58986, 0.20129, 0.14137, -0.84643, 0.47228
1563224535470, RightHand, -1.27402, 0.92160, 0.58957, 0.20004, 0.13899, -0.84775, 0.47115
1563224535481, RightHand, -1.27226, 0.92174, 0.58948, 0.20025, 0.13823, -0.84746, 0.47182
1563224535492, RightHand, -1.27213, 0.92169, 0.58924, 0.20040, 0.13836, -0.84719, 0.47219
1563224535503, RightHand, -1.27146, 0.92163, 0.58907, 0.20056, 0.13784, -0.84738, 0.47194
1563224535514, RightHand, -1.27126, 0.92153, 0.58899, 0.20075, 0.13776, -0.84765, 0.47139
1563224535525, RightHand, -1.27143, 0.92124, 0.58894, 0.20163, 0.13838, -0.84815, 0.46993
1563224535536, RightHand, -1.27101, 0.92110, 0.58885, 0.20148, 0.13750, -0.84849, 0.46964
1563224535548, RightHand, -1.27073, 0.92091, 0.58872, 0.20032, 0.13461, -0.84880, 0.47041
1563224535559, RightHand, -1.27040, 0.92062, 0.58856, 0.19960, 0.13413, -0.84882, 0.47083
1563224535570, RightHand, -1.27030, 0.92045, 0.58860, 0.19909, 0.13477, -0.84912, 0.47031
1563224535581, RightHand, -1.26964, 0.92020, 0.58882, 0.19865, 0.13734, -0.84963, 0.46883
1563224535592, RightHand, -1.27044, 0.91980, 0.58896, 0.19853, 0.13891, -0.85016, 0.46746
1563224535603, RightHand, -1.27015, 0.91966, 0.58905, 0.19848, 0.13846, -0.85042, 0.46715
1563224535614, RightHand, -1.26877, 0.91976, 0.58910, 0.19851, 0.13745, -0.85029, 0.46767
1563224535625, RightHand, -1.26835, 0.91975, 0.58895, 0.19923, 0.13633, -0.84993, 0.46834
1563224535637, RightHand, -1.26836, 0.91976, 0.58892, 0.19932, 0.13502, -0.84997, 0.46861
1563224535647, RightHand, -1.26798, 0.91979, 0.58904, 0.19944, 0.13388, -0.85040, 0.46810
1563224535659, RightHand, -1.26761, 0.91985, 0.58911, 0.20006, 0.13438, -0.85032, 0.46784
1563224535670, RightHand, -1.26737, 0.91988, 0.58917, 0.20077, 0.13547, -0.85022, 0.46741
1563224535681, RightHand, -1.26726, 0.92002, 0.58919, 0.20119, 0.13638, -0.85004, 0.46729
1563224535692, RightHand, -1.26774, 0.92005, 0.58919, 0.20016, 0.13430, -0.85018, 0.46808
1563224535703, RightHand, -1.26756, 0.92029, 0.58914, 0.19827, 0.13227, -0.85010, 0.46959
1563224535714, RightHand, -1.26664, 0.92063, 0.58914, 0.19639, 0.13321, -0.84960, 0.47102
1563224535725, RightHand, -1.26663, 0.92076, 0.58911, 0.19565, 0.13501, -0.84931, 0.47135
1563224535736, RightHand, -1.26708, 0.92103, 0.58910, 0.19464, 0.13676, -0.84952, 0.47088
1563224535747, RightHand, -1.26674, 0.92125, 0.58923, 0.19484, 0.13669, -0.85002, 0.46991
1563224535759, RightHand, -1.26644, 0.92144, 0.58914, 0.19642, 0.13558, -0.84998, 0.46964
1563224535770, RightHand, -1.26618, 0.92169, 0.58881, 0.19842, 0.13342, -0.84969, 0.46995
1563224535781, RightHand, -1.26570, 0.92193, 0.58860, 0.19976, 0.13201, -0.84942, 0.47027
1563224535792, RightHand, -1.26619, 0.92205, 0.58823, 0.20146, 0.13087, -0.84909, 0.47046
1563224535803, RightHand, -1.26583, 0.92218, 0.58806, 0.20228, 0.13091, -0.84888, 0.47047
1563224535814, RightHand, -1.26656, 0.92225, 0.58785, 0.20210, 0.13187, -0.84879, 0.47045
1563224535825, RightHand, -1.26645, 0.92236, 0.58781, 0.20055, 0.13295, -0.84899, 0.47045
1563224535836, RightHand, -1.26652, 0.92248, 0.58773, 0.19931, 0.13554, -0.84898, 0.47024
1563224535847, RightHand, -1.26657, 0.92254, 0.58771, 0.19897, 0.13793, -0.84889, 0.46987
1563224535858, RightHand, -1.26752, 0.92244, 0.58761, 0.19931, 0.13944, -0.84880, 0.46943
1563224535870, RightHand, -1.26836, 0.92235, 0.58732, 0.20067, 0.13829, -0.84858, 0.46960
1563224535881, RightHand, -1.26802, 0.92236, 0.58712, 0.20149, 0.13397, -0.84868, 0.47032
1563224535892, RightHand, -1.26676, 0.92251, 0.58691, 0.20272, 0.13148, -0.84856, 0.47071
1563224535903, RightHand, -1.26657, 0.92240, 0.58688, 0.20304, 0.13085, -0.84851, 0.47083
1563224535914, RightHand, -1.26758, 0.92220, 0.58678, 0.20292, 0.13188, -0.84866, 0.47032
1563224535925, RightHand, -1.26754, 0.92209, 0.58699, 0.20250, 0.13273, -0.84939, 0.46896
1563224535936, RightHand, -1.26726, 0.92202, 0.58718, 0.20159, 0.13328, -0.84985, 0.46835
1563224535947, RightHand, -1.26808, 0.92187, 0.58715, 0.20018, 0.13268, -0.84978, 0.46925
1563224535958, RightHand, -1.26814, 0.92195, 0.58709, 0.19898, 0.13216, -0.84948, 0.47045
1563224535970, RightHand, -1.26941, 0.92200, 0.58689, 0.19729, 0.13143, -0.84906, 0.47213
1563224535981, RightHand, -1.26936, 0.92219, 0.58683, 0.19627, 0.13217, -0.84879, 0.47283
1563224535992, RightHand, -1.26882, 0.92242, 0.58687, 0.19624, 0.13444, -0.84868, 0.47240
1563224536003, RightHand, -1.26865, 0.92254, 0.58698, 0.19678, 0.13570, -0.84881, 0.47157
1563224536014, RightHand, -1.26854, 0.92257, 0.58693, 0.19715, 0.13480, -0.84873, 0.47183
1563224536025, RightHand, -1.26800, 0.92267, 0.58680, 0.19872, 0.13399, -0.84836, 0.47207
1563224536036, RightHand, -1.26895, 0.92262, 0.58642, 0.20050, 0.13370, -0.84775, 0.47248
1563224536047, RightHand, -1.26834, 0.92268, 0.58621, 0.20196, 0.13323, -0.84749, 0.47247
1563224536059, RightHand, -1.26858, 0.92267, 0.58606, 0.20232, 0.13361, -0.84735, 0.47246
1563224536070, RightHand, -1.26825, 0.92268, 0.58605, 0.20201, 0.13400, -0.84745, 0.47230
1563224536081, RightHand, -1.26800, 0.92260, 0.58601, 0.20098, 0.13367, -0.84759, 0.47257
1563224536092, RightHand, -1.26951, 0.92242, 0.58589, 0.20090, 0.13482, -0.84775, 0.47199
1563224536103, RightHand, -1.26927, 0.92234, 0.58592, 0.20126, 0.13425, -0.84810, 0.47138
1563224536114, RightHand, -1.26889, 0.92229, 0.58589, 0.20183, 0.13384, -0.84797, 0.47148
1563224536125, RightHand, -1.26866, 0.92219, 0.58570, 0.20305, 0.13352, -0.84747, 0.47195
1563224536136, RightHand, -1.26920, 0.92201, 0.58556, 0.20433, 0.13418, -0.84736, 0.47140
1563224536147, RightHand, -1.27024, 0.92170, 0.58563, 0.20492, 0.13434, -0.84776, 0.47039
1563224536162, RightHand, -1.27022, 0.92159, 0.58573, 0.20454, 0.13304, -0.84808, 0.47034
1563224536173, RightHand, -1.27046, 0.92163, 0.58565, 0.20346, 0.13254, -0.84784, 0.47139
1563224536186, RightHand, -1.27085, 0.92178, 0.58559, 0.20190, 0.13341, -0.84748, 0.47246
1563224536197, RightHand, -1.27176, 0.92186, 0.58554, 0.20042, 0.13401, -0.84726, 0.47332
1563224536208, RightHand, -1.27154, 0.92197, 0.58564, 0.19974, 0.13499, -0.84732, 0.47321
1563224536219, RightHand, -1.27174, 0.92199, 0.58585, 0.19971, 0.13627, -0.84772, 0.47214
1563224536230, RightHand, -1.27076, 0.92217, 0.58623, 0.19996, 0.13562, -0.84827, 0.47123
1563224536241, RightHand, -1.27071, 0.92225, 0.58626, 0.19974, 0.13267, -0.84842, 0.47190
1563224536252, RightHand, -1.27160, 0.92245, 0.58593, 0.19961, 0.13080, -0.84778, 0.47362
1563224536264, RightHand, -1.27144, 0.92286, 0.58577, 0.19949, 0.13047, -0.84714, 0.47490
1563224536274, RightHand, -1.27159, 0.92311, 0.58564, 0.19890, 0.13063, -0.84683, 0.47566
1563224536286, RightHand, -1.27186, 0.92345, 0.58549, 0.19825, 0.13159, -0.84657, 0.47613
1563224536297, RightHand, -1.27215, 0.92369, 0.58555, 0.19755, 0.13361, -0.84677, 0.47550
1563224536308, RightHand, -1.27213, 0.92381, 0.58561, 0.19703, 0.13393, -0.84694, 0.47533
